Player2,Player,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Position
M.LEE,Marqise Lee,JAC,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
M.GRAY,MarQueis Gray,MIA,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
M.GOODWIN,Marquise Goodwin,SF,WR2,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
M.LYNCH,Marshawn Lynch,OAK,RB1,RB1,RB1,RB1,RB1,RB1,,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB
M.BRYANT,Martavis Bryant,OAK,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
M.JONES,Marvin Jones,DET,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
M.BREIDA,Matt Breida,SF,RB2,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
M.RYAN,Matt Ryan,ATL,QB1,QB1,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
M.STAFFORD,Matthew Stafford,DET,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
M.GORDON,Melvin Gordon,LAC,RB1,RB1,RB1,RB1,RB1,,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB
M.CRABTREE,Michael Crabtree,BAL,WR1,WR1,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
M.GALLUP,Michael Gallup,DAL,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
M.ROBERTS,Michael Roberts,DET,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
M.THOMAS,Michael Thomas,NO,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
M.EVANS,Mike Evans,TB,WR1,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
M.GESICKI,Mike Gesicki,MIA,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
M.WALLACE,Mike Wallace,PHI,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
M.WILLIAMS,Mike Williams,LAC,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
M.TRUBISKY,Mitchell Trubisky,CHI,QB1,QB1,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
M.SANU,Mohamed Sanu,ATL,WR2,WR2,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
N.AGHOLOR,Nelson Agholor,PHI,WR2,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
N.BOYLE,Nick Boyle,BAL,TE2,TE2,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
N.CHUBB,Nick Chubb,CLE,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
N.O'LEARY,Nick O'Leary,BUF,TE2,TE2,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
N.VANNETT,Nick Vannett,SEA,TE2,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
N.PAUL,Niles Paul,JAC,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
N.HINES,Nyheim Hines,IND,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
O.BECKHAM,Odell Beckham,NYG,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
O.HOWARD,OJ Howard,TB,TE1,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
P.MAHOMES,Pat Mahomes,KC,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
P.RICHARDSON,Paul Richardson,WAS,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
P.BARBER,Peyton Barber,TB,RB2,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
P.RIVERS,Philip Rivers,LAC,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
P.GARCON,Pierre Garcon,SF,WR1,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
Q.ENUNWA,Quincy Enunwa,NYJ,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
R.COBB,Randall Cobb,GB,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
R.PENNY,Rashaad Penny,SEA,RB1,RB1,RB1,RB1,RB1,RB1,,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB
R.HIGGINS,Rashard Higgins,CLE,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
R.BURKHEAD,Rex Burkhead,NE,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
R.ELLISON,Rhett Ellison,NYG,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
R.SEALS-JONES,Ricky Seals-Jones,ARI,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
R.MATTHEWS,Rishard Matthews,TEN,WR2,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
R.GRONKOWSKI,Rob Gronkowski,NE,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
R.ANDERSON,Robby Anderson,NYJ,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
R.TURBIN,Robert Turbin,IND,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
R.WOODS,Robert Woods,LAR,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
R.SMITH,Rod Smith,DAL,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
R.LEWIS,Roger Lewis,NYG,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
R.JONES,Ronald Jones,TB,RB1,RB1,RB1,RB1,RB1,RB1,,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB
R.FREEMAN,Royce Freeman,DEN,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
R.GAGE,Russell Gage,ATL,WR4,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
R.WILSON,Russell Wilson,SEA,QB1,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
R.GRANT,Ryan Grant,IND,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
R.GRIFFIN,Ryan Griffin,HOU,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
R.TANNEHILL,Ryan Tannehill,MIA,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
S.BRADFORD,Sam Bradford,ARI,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
S.PERINE,Samaje Perine,WAS,RB3,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
S.WATKINS,Sammy Watkins,KC,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
S.BARKLEY,Saquon Barkley,NYG,RB1,RB1,RB1,RB1,RB1,,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB
S.CULKIN,Sean Culkin,LAC,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
S.ROBERTS,Seth Roberts,OAK,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
S.MICHEL,Sony Michel,NE,RB1,RB1,RB1,RB1,RB1,,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB
S.WARE,Spencer Ware,KC,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
S.DIGGS,Stefon Diggs,MIN,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
S.ANDERSON,Stephen Anderson,HOU,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
S.SHEPARD,Sterling Shepard,NYG,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
S.RIDLEY,Stevan Ridley,PIT,RB3,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
T.SHARPE,Tajae Sharpe,TEN,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
T.GENTRY,Tanner Gentry,CHI,WR4,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
T.COHEN,Tarik Cohen,CHI,RB2,RB2,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
T.AUSTIN,Tavon Austin,DAL,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
T.GABRIEL,Taylor Gabriel,CHI,WR2,WR2,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
T.TAYLOR,Taywan Taylor,TEN,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
T.GINN,Ted Ginn,NO,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
T.WILLIAMS,Terrance Williams,DAL,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
T.PRYOR,Terrelle Pryor,NYJ,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
T.COLEMAN,Tevin Coleman,ATL,RB2,RB2,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
T.RIDDICK,Theo Riddick,DET,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
T.YELDON,TJ Yeldon,JAC,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
T.GURLEY,Todd Gurley,LAR,RB1,RB1,RB1,RB1,RB1,,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB1,RB
T.BRADY,Tom Brady,NE,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
T.SMITH,Torrey Smith,CAR,WR3,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
T.CADET,Travaris Cadet,BUF,RB3,RB3,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
T.BENJAMIN,Travis Benjamin,LAC,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
T.KELCE,Travis Kelce,KC,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
T.TAYLOR,Trent Taylor,SF,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
T.BURTON,Trey Burton,CHI,TE1,TE1,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
T.EDMUNDS,Trey Edmunds,NO,RB2,RB2,RB2,RB2,RB2,,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB2,RB
T.QUINN,Trey Quinn,WAS,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
T.HILTON,TY Hilton,IND,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
T.MONTGOMERY,Ty Montgomery,GB,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
T.BOYD,Tyler Boyd,CIN,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
T.EIFERT,Tyler Eifert,CIN,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
T.HIGBEE,Tyler Higbee,LAR,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
T.KROFT,Tyler Kroft,CIN,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
T.LOCKETT,Tyler Lockett,SEA,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
T.HILL,Tyreek Hill,KC,WR1,WR1,WR1,WR1,WR1,,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR1,WR
T.WILLIAMS,Tyrell Williams,LAC,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
T.TAYLOR,Tyrod Taylor,CLE,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB1,QB
V.MCDONALD,Vance McDonald,PIT,TE2,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
V.DAVIS,Vernon Davis,WAS,TE2,TE2,TE2,TE2,TE2,TE2,,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE2,TE
V.GREEN,Virgil Green,LAC,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
W.GALLMAN,Wayne Gallman,NYG,RB3,RB3,RB3,RB3,RB3,,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB3,RB
W.FULLER,Will Fuller,HOU,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
W.SNEAD,Willie Snead,BAL,WR4,WR4,WR4,WR4,WR4,WR4,WR4,,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR4,WR
W.SNEAD,Willie Snead,BAL,WR3,WR3,WR3,WR3,WR3,WR3,WR3,,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR3,WR
Z.ERTZ,Zach Ertz,PHI,TE1,TE1,TE1,TE1,TE1,TE1,,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE1,TE
Z.JONES,Zay Jones,BUF,WR2,WR2,WR2,WR2,WR2,WR2,WR2,,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR2,WR
